Name,Start,End,Activity
Ravi,15/Aug/23 08:19 PM,05/Aug/23 01:07 AM,Business Development
Sharan,23/Apr/23 05:55 AM,20/May/23 05:55 PM,Podcast
Priyanka,05/Apr/23 05:55 PM,08/Oct/23 05:55 PM,Reporting
Jyoti,11/Jul/23 10:43 AM,22/Apr/23 05:55 AM,Reporting
Sharan,01/Jun/23 01:07 AM,02/Aug/23 01:07 AM,Reply to Customers
Priyanka,01/May/23 10:43 AM,23/Aug/23 05:55 PM,Call
Sharan,05/Jul/23 10:43 AM,03/Jun/23 03:31 AM,Remote Inspection
Sharan,26/Jul/23 03:31 PM,26/Apr/23 01:07 PM,Call
Deepti,23/Sep/23 03:31 AM,20/Jun/23 03:31 AM,Reply to Customers
Priyanka,08/Apr/23 05:55 PM,06/Oct/23 01:07 AM,Inspection
Deepti,24/Jun/23 01:07 AM,04/Jul/23 08:19 AM,Updates
Priyanka,02/Jul/23 01:07 PM,18/Sep/23 10:43 AM,Reply to Customers
Priyanka,09/Apr/23 01:07 AM,03/Aug/23 01:07 PM,Reply to Customers
Sharan,29/Jun/23 03:31 AM,15/Sep/23 01:07 AM,Business Development
Deepti,17/Apr/23 03:31 PM,13/Sep/23 08:19 AM,Business Development
Deepti,25/May/23 08:19 PM,24/May/23 05:55 AM,Updates
Deepti,30/Jul/23 10:43 AM,26/Sep/23 05:55 PM,Reporting
Ravi,01/Jul/23 05:55 PM,18/May/23 01:07 AM,Fund raising
Deepti,21/Jul/23 10:43 AM,29/Jul/23 01:07 AM,Fund raising
Ravi,06/Oct/23 10:43 AM,07/Apr/23 10:43 AM,Fund raising
Sharan,04/Aug/23 03:31 PM,31/Mar/23 05:55 AM,Reporting
Sharan,25/Jun/23 01:07 AM,07/Apr/23 01:07 AM,Reporting
Deepti,24/Jul/23 10:43 AM,07/Apr/23 03:31 AM,Business Development
Ravi,09/May/23 05:55 PM,06/Oct/23 10:43 PM,Podcast
Deepti,08/May/23 01:07 AM,09/Oct/23 03:31 PM,Send Email
Ravi,15/Oct/23 10:43 AM,10/Jun/23 05:55 PM,Send Email
Priyanka,30/Apr/23 08:19 PM,26/May/23 10:43 AM,Podcast
Deepti,23/Aug/23 03:31 AM,07/May/23 10:43 PM,Call
Jyoti,13/Jul/23 10:43 PM,02/Sep/23 03:31 AM,Reply to Customers
Jyoti,24/Apr/23 01:07 AM,29/May/23 03:31 PM,Reporting
Deepti,08/Jul/23 10:43 AM,29/Jul/23 03:31 AM,Inspection
Ravi,14/May/23 05:55 PM,11/Apr/23 01:07 PM,Inspection
Deepti,20/Jul/23 10:43 AM,14/Apr/23 05:55 PM,Call
Priyanka,06/Jul/23 01:07 AM,11/Sep/23 01:07 PM,Podcast
Priyanka,13/Jun/23 03:31 AM,16/Sep/23 10:43 PM,Reporting
Sharan,27/May/23 05:55 PM,08/May/23 05:55 PM,Reporting
Priyanka,25/Jul/23 08:19 AM,24/May/23 08:19 AM,Send Email
Deepti,30/Mar/23 05:55 PM,30/Mar/23 01:07 AM,Podcast
Jyoti,13/Sep/23 10:43 PM,11/Jun/23 05:55 AM,Podcast
Sharan,06/Sep/23 03:31 AM,30/Apr/23 05:55 PM,Remote Inspection
Sharan,01/Sep/23 08:19 PM,05/Apr/23 01:07 AM,Send Email
Ravi,11/Oct/23 03:31 AM,30/Mar/23 08:19 AM,Call
Deepti,04/Aug/23 10:43 PM,30/Apr/23 03:31 AM,Business Development
Deepti,14/May/23 05:55 PM,13/Oct/23 08:19 AM,Reply to Customers
Jyoti,09/Jun/23 01:07 PM,08/Oct/23 10:43 AM,Inspection
Sharan,23/Apr/23 01:07 PM,07/Jul/23 01:07 AM,Remote Inspection
Priyanka,05/Apr/23 03:31 PM,20/Aug/23 08:19 AM,Reply to Customers
Ravi,23/Apr/23 05:55 PM,31/Aug/23 08:19 PM,Podcast
Ravi,22/Aug/23 05:55 PM,20/Jul/23 03:31 PM,Business Development
Deepti,17/Apr/23 03:31 PM,08/Apr/23 08:19 AM,Inspection
Priyanka,02/Apr/23 05:55 AM,11/May/23 10:43 AM,Reporting
Priyanka,21/Aug/23 10:43 AM,16/Jun/23 01:07 AM,Business Development
Sharan,23/Jul/23 10:43 AM,16/May/23 05:55 PM,Call
Jyoti,16/Apr/23 08:19 PM,30/Sep/23 01:07 AM,Remote Inspection
Sharan,14/May/23 10:43 PM,08/Jun/23 05:55 PM,Fund raising
Ravi,23/Sep/23 05:55 PM,04/Sep/23 03:31 AM,Business Development
Deepti,30/Aug/23 05:55 PM,20/Jun/23 08:19 PM,Business Development
Ravi,14/Jun/23 08:19 PM,02/May/23 01:07 AM,Fund raising
Deepti,26/Jun/23 01:07 AM,17/Jul/23 03:31 PM,Updates
Ravi,13/Aug/23 03:31 PM,16/Sep/23 08:19 AM,Reply to Customers
Sharan,02/Apr/23 08:19 AM,20/Jun/23 05:55 AM,Remote Inspection
Priyanka,11/Aug/23 03:31 PM,25/Jul/23 10:43 AM,Business Development
Deepti,01/Sep/23 01:07 AM,28/May/23 08:19 AM,Reply to Customers
Deepti,03/Oct/23 08:19 PM,17/May/23 01:07 PM,Send Email
Deepti,18/Aug/23 03:31 AM,15/Apr/23 10:43 AM,Reply to Customers
Deepti,27/Apr/23 08:19 AM,25/Aug/23 05:55 AM,Call
Jyoti,01/Aug/23 03:31 PM,11/Aug/23 01:07 AM,Fund raising
Ravi,05/Jun/23 10:43 PM,16/Aug/23 01:07 AM,Business Development
Deepti,04/Aug/23 10:43 AM,13/Apr/23 05:55 PM,Inspection
Priyanka,01/Apr/23 03:31 AM,04/Apr/23 01:07 AM,Reply to Customers
Jyoti,13/Sep/23 10:43 PM,29/Apr/23 08:19 PM,Remote Inspection
Deepti,31/May/23 08:19 AM,06/Jun/23 03:31 AM,Updates
Ravi,04/Jul/23 03:31 AM,15/Jul/23 08:19 PM,Send Email
Ravi,18/Sep/23 01:07 PM,09/Jun/23 01:07 PM,Reply to Customers
Deepti,21/Jul/23 08:19 AM,10/May/23 10:43 PM,Reply to Customers
Priyanka,18/Jun/23 01:07 AM,02/Sep/23 03:31 AM,Inspection
Deepti,10/Sep/23 08:19 AM,03/Oct/23 08:19 AM,Remote Inspection
Jyoti,22/Aug/23 05:55 AM,20/Sep/23 10:43 PM,Reporting
Priyanka,04/May/23 05:55 AM,23/Sep/23 08:19 AM,Business Development
Priyanka,26/Apr/23 05:55 AM,05/Jul/23 10:43 PM,Call
Jyoti,15/Jun/23 01:07 PM,03/Apr/23 01:07 AM,Reporting
Priyanka,20/Jul/23 01:07 PM,13/Sep/23 01:07 PM,Fund raising
Sharan,25/Sep/23 05:55 AM,19/Jul/23 03:31 AM,Podcast
Jyoti,16/Aug/23 03:31 AM,18/Jul/23 01:07 PM,Reply to Customers
Sharan,03/Oct/23 08:19 PM,08/Apr/23 05:55 AM,Reporting
Sharan,18/Sep/23 08:19 PM,05/Sep/23 03:31 AM,Remote Inspection
Sharan,03/Aug/23 08:19 PM,25/May/23 10:43 AM,Call
Sharan,30/Jul/23 10:43 PM,04/Apr/23 03:31 PM,Updates
Ravi,28/Sep/23 01:07 AM,29/Sep/23 08:19 AM,Call
Jyoti,14/Jul/23 05:55 PM,23/Sep/23 08:19 AM,Fund raising
Ravi,18/Apr/23 05:55 PM,12/Jun/23 10:43 AM,Updates
Jyoti,25/Sep/23 08:19 AM,29/May/23 05:55 PM,Inspection
Deepti,13/Oct/23 03:31 AM,28/Apr/23 05:55 PM,Fund raising
Deepti,26/Jul/23 05:55 PM,31/Jul/23 01:07 AM,Reply to Customers
Priyanka,25/Jul/23 10:43 PM,23/May/23 03:31 AM,Podcast
Jyoti,26/Aug/23 05:55 PM,19/Apr/23 01:07 PM,Updates
Deepti,17/Jul/23 10:43 PM,23/Sep/23 10:43 AM,Fund raising
Sharan,11/Jun/23 03:31 PM,04/Aug/23 08:19 AM,Send Email
Ravi,10/Apr/23 10:43 PM,16/Apr/23 08:19 PM,Remote Inspection
Priyanka,20/May/23 03:31 AM,17/Jun/23 01:07 AM,Call
Jyoti,19/May/23 05:55 PM,04/Jun/23 08:19 AM,Reporting
Priyanka,09/Jun/23 03:31 AM,09/Aug/23 05:55 AM,Inspection
Ravi,15/Aug/23 03:31 AM,15/Jul/23 10:43 AM,Reporting
Sharan,30/Jul/23 03:31 PM,07/Jun/23 01:07 AM,Send Email
Priyanka,06/Apr/23 03:31 PM,29/Jul/23 08:19 AM,Call
Jyoti,08/May/23 01:07 AM,07/Oct/23 03:31 AM,Podcast
Deepti,11/Sep/23 08:19 AM,24/May/23 08:19 AM,Call
Deepti,29/Jun/23 10:43 PM,17/Aug/23 01:07 AM,Call
Ravi,14/Jul/23 05:55 PM,20/Apr/23 05:55 AM,Updates
Priyanka,02/May/23 08:19 AM,07/Jul/23 05:55 PM,Call
Ravi,20/Aug/23 08:19 PM,07/Jun/23 08:19 AM,Send Email
Sharan,17/May/23 03:31 AM,25/Sep/23 10:43 PM,Fund raising
Priyanka,12/Aug/23 08:19 PM,06/May/23 05:55 AM,Podcast
Deepti,05/Oct/23 05:55 AM,25/Jul/23 03:31 AM,Send Email
Deepti,30/Apr/23 05:55 AM,20/Jun/23 05:55 PM,Remote Inspection
Priyanka,03/Sep/23 03:31 PM,29/May/23 05:55 PM,Updates
Deepti,22/Sep/23 03:31 AM,05/Aug/23 10:43 PM,Remote Inspection
Deepti,19/Apr/23 08:19 AM,04/Aug/23 10:43 PM,Call
Priyanka,10/Jun/23 08:19 PM,16/Aug/23 08:19 AM,Fund raising
Sharan,16/Aug/23 01:07 AM,20/Sep/23 05:55 AM,Remote Inspection
Ravi,12/Apr/23 08:19 PM,02/Oct/23 10:43 PM,Updates
Sharan,31/Jul/23 10:43 AM,11/Apr/23 05:55 AM,Fund raising
Sharan,30/Jun/23 10:43 PM,20/May/23 05:55 PM,Send Email
Priyanka,01/Oct/23 03:31 AM,08/Aug/23 10:43 AM,Podcast
Deepti,11/May/23 01:07 AM,13/Apr/23 10:43 PM,Updates
Priyanka,26/Jun/23 05:55 AM,08/Aug/23 08:19 AM,Send Email
Jyoti,11/Sep/23 10:43 AM,03/Apr/23 10:43 AM,Reply to Customers
Jyoti,24/Sep/23 03:31 PM,11/Jun/23 03:31 AM,Send Email
Jyoti,09/May/23 01:07 AM,03/Jun/23 01:07 AM,Updates
Jyoti,29/Apr/23 01:07 AM,15/May/23 05:55 AM,Business Development
Priyanka,06/Jul/23 10:43 AM,16/Apr/23 03:31 AM,Podcast
Ravi,11/Jul/23 08:19 PM,23/Jul/23 01:07 AM,Podcast
Deepti,08/Apr/23 03:31 AM,29/Jun/23 01:07 AM,Fund raising
Priyanka,12/Sep/23 10:43 AM,13/Jun/23 05:55 PM,Reporting
Priyanka,29/Aug/23 05:55 AM,17/Jul/23 08:19 AM,Send Email
Priyanka,08/Apr/23 05:55 AM,06/May/23 01:07 AM,Send Email
Sharan,25/Jun/23 03:31 PM,28/Sep/23 10:43 AM,Business Development
Priyanka,29/Mar/23 03:31 PM,31/May/23 03:31 PM,Business Development
Jyoti,13/Oct/23 01:07 PM,24/Jul/23 08:19 PM,Reply to Customers
Ravi,29/Jun/23 08:19 PM,15/May/23 05:55 PM,Remote Inspection
Jyoti,01/Oct/23 05:55 AM,16/Jul/23 05:55 AM,Podcast
Sharan,26/Aug/23 03:31 PM,04/Jul/23 05:55 PM,Fund raising
Deepti,26/May/23 01:07 PM,08/Jun/23 08:19 PM,Podcast
Jyoti,13/May/23 08:19 PM,21/Jul/23 01:07 AM,Reply to Customers
Jyoti,07/Oct/23 08:19 AM,11/May/23 01:07 PM,Reporting
Sharan,22/Sep/23 05:55 AM,06/Oct/23 10:43 AM,Inspection
Sharan,15/May/23 05:55 AM,23/Apr/23 01:07 PM,Inspection
Deepti,17/Aug/23 01:07 AM,06/May/23 10:43 AM,Podcast
Deepti,19/Jun/23 05:55 AM,27/Jun/23 03:31 AM,Inspection
Priyanka,04/Jul/23 01:07 PM,26/Sep/23 08:19 PM,Reporting
Ravi,08/Jun/23 03:31 AM,15/Jun/23 08:19 PM,Business Development
Sharan,29/May/23 01:07 PM,07/Aug/23 03:31 AM,Business Development
Priyanka,06/Oct/23 08:19 AM,08/Jul/23 05:55 AM,Call
Sharan,01/Oct/23 03:31 AM,29/Sep/23 10:43 AM,Remote Inspection
Deepti,05/Aug/23 08:19 AM,25/May/23 08:19 PM,Send Email
Sharan,16/May/23 05:55 AM,06/May/23 10:43 PM,Business Development
Deepti,05/Apr/23 03:31 PM,16/May/23 05:55 PM,Fund raising
Priyanka,22/Sep/23 10:43 AM,17/Sep/23 03:31 PM,Reply to Customers
Ravi,23/Aug/23 01:07 PM,16/Jun/23 08:19 PM,Podcast
Deepti,13/Oct/23 08:19 AM,26/May/23 10:43 AM,Reporting
Sharan,26/Aug/23 05:55 PM,08/Sep/23 08:19 PM,Updates
Sharan,27/Apr/23 10:43 AM,22/Sep/23 05:55 PM,Remote Inspection
Sharan,03/Jun/23 10:43 PM,22/Jul/23 05:55 AM,Podcast
Ravi,04/May/23 01:07 AM,29/Jul/23 10:43 AM,Updates
Priyanka,04/Oct/23 01:07 PM,31/May/23 03:31 PM,Send Email
Jyoti,22/May/23 10:43 AM,02/Sep/23 03:31 AM,Fund raising
Priyanka,24/May/23 03:31 AM,05/Sep/23 01:07 AM,Reporting
Priyanka,07/Aug/23 08:19 AM,28/Aug/23 03:31 AM,Inspection
Sharan,15/Sep/23 05:55 PM,24/Jul/23 08:19 PM,Business Development
Ravi,09/Jul/23 08:19 PM,14/Jul/23 10:43 AM,Call
Sharan,26/May/23 01:07 AM,15/Jul/23 01:07 AM,Reply to Customers
Sharan,07/Sep/23 01:07 PM,08/Oct/23 10:43 PM,Remote Inspection
Jyoti,28/Aug/23 08:19 AM,10/Apr/23 03:31 PM,Call
Priyanka,23/May/23 05:55 AM,13/Jun/23 01:07 AM,Remote Inspection
Jyoti,21/Jul/23 05:55 AM,02/Jul/23 10:43 PM,Fund raising
Deepti,11/Aug/23 03:31 PM,14/Apr/23 08:19 PM,Business Development
Jyoti,13/Sep/23 01:07 PM,07/Aug/23 03:31 AM,Podcast
Priyanka,16/Aug/23 03:31 AM,13/Aug/23 08:19 AM,Reply to Customers
Priyanka,20/Apr/23 01:07 AM,31/Jul/23 03:31 AM,Remote Inspection
Sharan,10/Aug/23 05:55 PM,26/May/23 10:43 PM,Call
Ravi,14/Apr/23 05:55 PM,13/Sep/23 08:19 AM,Fund raising
Sharan,04/Aug/23 01:07 AM,26/May/23 01:07 AM,Updates
Priyanka,13/May/23 08:19 PM,20/Aug/23 05:55 PM,Reply to Customers
Priyanka,02/May/23 10:43 PM,28/Sep/23 01:07 AM,Reporting
Priyanka,24/Sep/23 05:55 PM,24/Aug/23 08:19 PM,Reply to Customers
Ravi,29/Sep/23 08:19 AM,28/Apr/23 05:55 AM,Updates
Sharan,20/Jul/23 01:07 AM,05/Sep/23 08:19 AM,Updates
Jyoti,08/Apr/23 10:43 AM,01/Aug/23 08:19 PM,Business Development
Sharan,12/May/23 10:43 AM,12/Jun/23 01:07 PM,Remote Inspection
Sharan,12/Jul/23 01:07 PM,01/Sep/23 01:07 AM,Call
Jyoti,11/Sep/23 10:43 PM,05/Apr/23 10:43 PM,Reporting
Jyoti,10/May/23 05:55 AM,05/May/23 05:55 PM,Call
Ravi,07/Jul/23 03:31 PM,14/Jul/23 08:19 AM,Updates
Sharan,11/Sep/23 05:55 AM,24/Jul/23 05:55 AM,Reporting
Sharan,08/Apr/23 05:55 AM,21/Jul/23 01:07 AM,Podcast
Jyoti,17/Jul/23 08:19 AM,25/Aug/23 10:43 AM,Reporting
Priyanka,07/Jun/23 05:55 AM,15/Aug/23 01:07 AM,Call
Jyoti,01/Sep/23 05:55 PM,27/Jul/23 05:55 PM,Business Development
Jyoti,17/Jul/23 03:31 PM,27/Jul/23 10:43 AM,Reporting
Jyoti,17/Aug/23 03:31 AM,08/Apr/23 10:43 PM,Send Email
Deepti,12/Oct/23 10:43 PM,06/Sep/23 01:07 AM,Remote Inspection
Priyanka,17/Jun/23 01:07 AM,21/Apr/23 05:55 PM,Business Development
Deepti,15/May/23 01:07 AM,29/Jul/23 05:55 AM,Business Development
Sharan,10/Aug/23 03:31 PM,13/May/23 01:07 AM,Remote Inspection
Sharan,28/Sep/23 08:19 PM,11/Sep/23 05:55 PM,Remote Inspection
Jyoti,03/Apr/23 10:43 AM,04/Aug/23 01:07 AM,Remote Inspection
Priyanka,14/May/23 03:31 PM,28/Jul/23 08:19 AM,Reply to Customers
Ravi,10/Sep/23 08:19 AM,29/Apr/23 01:07 PM,Send Email
Sharan,28/Aug/23 01:07 PM,31/Jul/23 08:19 AM,Inspection
Ravi,10/Apr/23 03:31 AM,09/Jul/23 03:31 PM,Call
Sharan,09/Aug/23 08:19 AM,01/Oct/23 01:07 AM,Podcast
Jyoti,08/Sep/23 05:55 PM,15/Apr/23 08:19 PM,Remote Inspection
Sharan,24/Apr/23 03:31 AM,20/Apr/23 08:19 AM,Send Email
Ravi,28/Aug/23 10:43 AM,15/Jun/23 01:07 AM,Reply to Customers
Jyoti,25/Jun/23 01:07 AM,05/Jul/23 08:19 PM,Fund raising
Sharan,06/Jul/23 05:55 AM,18/Jul/23 10:43 AM,Send Email
Ravi,23/Aug/23 01:07 AM,12/Jun/23 10:43 PM,Updates
Priyanka,11/Aug/23 08:19 PM,08/Apr/23 03:31 PM,Reporting
Ravi,03/Jun/23 03:31 PM,17/Aug/23 03:31 PM,Inspection
Jyoti,04/Jul/23 03:31 AM,26/Jun/23 05:55 PM,Call
Jyoti,03/Apr/23 10:43 PM,06/May/23 08:19 PM,Call
Deepti,11/Aug/23 05:55 PM,06/Jun/23 05:55 PM,Call
Priyanka,05/Sep/23 08:19 AM,03/Oct/23 05:55 AM,Reply to Customers
Deepti,10/Oct/23 05:55 AM,11/Jun/23 01:07 PM,Reply to Customers
Deepti,13/Jul/23 05:55 AM,22/Apr/23 10:43 PM,Fund raising
Deepti,28/May/23 03:31 AM,01/Sep/23 10:43 AM,Inspection
Sharan,23/Sep/23 05:55 AM,25/Jun/23 10:43 PM,Fund raising
Sharan,29/Jul/23 01:07 PM,13/Sep/23 01:07 PM,Fund raising
Deepti,18/Aug/23 03:31 AM,16/Apr/23 10:43 PM,Reply to Customers
Sharan,08/Aug/23 03:31 AM,24/Sep/23 03:31 AM,Reply to Customers
Deepti,25/Sep/23 03:31 AM,17/Apr/23 05:55 AM,Updates
Ravi,16/Aug/23 10:43 PM,28/Sep/23 03:31 PM,Business Development
Priyanka,01/Aug/23 10:43 AM,29/Jun/23 01:07 PM,Inspection
Priyanka,02/Oct/23 05:55 AM,01/Apr/23 08:19 PM,Business Development
Sharan,22/Apr/23 05:55 AM,10/May/23 01:07 PM,Reply to Customers
Sharan,26/Jul/23 10:43 AM,18/May/23 08:19 AM,Podcast
Ravi,29/May/23 01:07 AM,30/Mar/23 08:19 AM,Business Development
Sharan,05/Aug/23 08:19 AM,14/Apr/23 03:31 PM,Reporting
Sharan,02/Jul/23 01:07 PM,21/Jun/23 03:31 PM,Remote Inspection
Jyoti,25/Sep/23 05:55 AM,24/Sep/23 01:07 PM,Fund raising
Ravi,13/Sep/23 01:07 PM,25/Apr/23 01:07 AM,Call
Ravi,08/Aug/23 08:19 AM,01/Jun/23 10:43 PM,Call
Ravi,25/Jun/23 10:43 AM,11/Jun/23 03:31 PM,Fund raising
Ravi,18/Jul/23 10:43 AM,10/Oct/23 03:31 PM,Send Email
Jyoti,07/Aug/23 10:43 PM,12/May/23 05:55 AM,Remote Inspection
Sharan,06/Jun/23 10:43 PM,17/Apr/23 08:19 PM,Updates
Ravi,06/Jul/23 05:55 PM,30/May/23 10:43 AM,Reply to Customers
Ravi,11/Sep/23 08:19 PM,20/Sep/23 01:07 AM,Reply to Customers
Jyoti,03/May/23 03:31 PM,24/Jun/23 08:19 PM,Business Development
Priyanka,10/Sep/23 05:55 PM,20/Aug/23 08:19 PM,Send Email
Ravi,26/Jun/23 05:55 PM,26/Aug/23 08:19 AM,Send Email
Deepti,14/Apr/23 10:43 AM,21/Jun/23 03:31 PM,Updates
Priyanka,04/Apr/23 08:19 AM,22/May/23 10:43 AM,Call
Ravi,03/Jul/23 08:19 AM,27/Jun/23 01:07 PM,Podcast
Jyoti,23/Sep/23 10:43 AM,07/Apr/23 10:43 PM,Call
Priyanka,28/Jul/23 08:19 PM,11/Apr/23 03:31 AM,Inspection
Ravi,31/Aug/23 08:19 PM,15/Sep/23 08:19 AM,Updates
Priyanka,18/Jun/23 01:07 PM,09/Jun/23 01:07 AM,Send Email
Ravi,05/Oct/23 10:43 AM,02/Sep/23 01:07 PM,Business Development
Priyanka,17/Apr/23 08:19 AM,24/Aug/23 08:19 PM,Inspection
Ravi,08/Jul/23 05:55 AM,11/Jul/23 08:19 PM,Reply to Customers
Deepti,18/Aug/23 03:31 AM,06/Jun/23 03:31 AM,Send Email
Sharan,07/Oct/23 01:07 PM,05/Apr/23 08:19 PM,Fund raising
Ravi,08/Jun/23 08:19 AM,17/Jul/23 03:31 AM,Business Development
Priyanka,11/Jul/23 03:31 PM,05/May/23 03:31 PM,Reporting
Deepti,31/Jul/23 01:07 PM,28/Aug/23 05:55 PM,Call
Sharan,18/Jul/23 08:19 AM,28/Sep/23 10:43 PM,Updates
Jyoti,24/Aug/23 05:55 PM,20/Sep/23 01:07 PM,Reporting
Deepti,06/Jul/23 01:07 PM,10/Jul/23 08:19 PM,Inspection
Ravi,06/May/23 08:19 PM,10/May/23 10:43 PM,Inspection
Sharan,04/Jun/23 10:43 PM,05/Sep/23 08:19 PM,Send Email
Priyanka,08/Jun/23 08:19 PM,29/Sep/23 08:19 PM,Reporting
Sharan,23/Jul/23 01:07 AM,13/Jul/23 05:55 PM,Call
Priyanka,01/Jun/23 10:43 PM,26/May/23 03:31 AM,Podcast
Priyanka,18/Aug/23 08:19 AM,07/Sep/23 03:31 PM,Updates
Jyoti,11/Oct/23 03:31 AM,01/Jul/23 01:07 PM,Fund raising
Ravi,14/Jun/23 10:43 AM,03/Aug/23 10:43 PM,Fund raising
Ravi,29/Jun/23 10:43 AM,17/Jun/23 08:19 PM,Call
Ravi,11/Aug/23 10:43 AM,12/Sep/23 10:43 PM,Fund raising
Ravi,16/Sep/23 03:31 PM,10/May/23 05:55 AM,Business Development
Sharan,20/Aug/23 05:55 PM,15/Jun/23 10:43 AM,Send Email
Priyanka,26/Jul/23 08:19 PM,21/Sep/23 05:55 AM,Send Email
Deepti,17/Jul/23 01:07 AM,12/Jun/23 05:55 AM,Fund raising
Ravi,25/Apr/23 01:07 AM,27/Jul/23 01:07 PM,Inspection
Sharan,11/Oct/23 01:07 AM,03/Jun/23 10:43 AM,Call
Deepti,12/May/23 10:43 PM,03/Apr/23 03:31 PM,Inspection
Sharan,22/Sep/23 05:55 AM,15/Jul/23 05:55 AM,Remote Inspection
Sharan,26/Aug/23 05:55 AM,09/Oct/23 10:43 PM,Reply to Customers
Jyoti,12/May/23 01:07 AM,06/Apr/23 03:31 PM,Call
Deepti,13/Apr/23 08:19 AM,14/Jul/23 08:19 AM,Send Email
Jyoti,30/Mar/23 10:43 AM,11/Aug/23 03:31 AM,Call
Ravi,10/Jun/23 10:43 PM,29/Sep/23 01:07 AM,Updates
Sharan,08/Aug/23 03:31 PM,31/May/23 10:43 AM,Remote Inspection
Priyanka,16/Jun/23 01:07 PM,10/Sep/23 03:31 PM,Updates
Ravi,26/Apr/23 05:55 PM,05/Aug/23 08:19 PM,Podcast
Deepti,10/Jul/23 08:19 PM,12/Jun/23 05:55 PM,Reply to Customers
Sharan,13/Sep/23 08:19 PM,25/Aug/23 03:31 PM,Reporting
Sharan,12/Aug/23 03:31 PM,31/May/23 05:55 AM,Send Email
Deepti,27/Jul/23 08:19 PM,27/Jul/23 03:31 AM,Reporting
Ravi,16/Apr/23 01:07 AM,05/May/23 08:19 AM,Updates
Deepti,10/Apr/23 08:19 PM,04/May/23 08:19 PM,Fund raising
Ravi,03/Oct/23 03:31 AM,07/Oct/23 01:07 AM,Business Development
Jyoti,28/Sep/23 05:55 PM,09/Oct/23 01:07 AM,Podcast
Priyanka,25/Aug/23 08:19 PM,08/Sep/23 10:43 AM,Fund raising
Deepti,13/Aug/23 05:55 PM,31/Mar/23 08:19 PM,Inspection
Jyoti,04/Jun/23 08:19 AM,14/Jul/23 03:31 AM,Reply to Customers
Deepti,30/Sep/23 05:55 AM,04/Oct/23 01:07 AM,Reporting
Sharan,25/Jun/23 01:07 AM,29/Jul/23 01:07 PM,Updates
Deepti,14/Jun/23 10:43 PM,20/Aug/23 08:19 AM,Fund raising
Jyoti,15/Apr/23 01:07 AM,16/Jul/23 05:55 AM,Inspection
Sharan,15/May/23 01:07 AM,04/Sep/23 08:19 PM,Fund raising
Jyoti,22/Apr/23 08:19 PM,23/Apr/23 08:19 PM,Fund raising
Priyanka,10/May/23 10:43 PM,02/May/23 10:43 PM,Inspection
Ravi,04/Oct/23 03:31 AM,15/Aug/23 01:07 PM,Call
Deepti,31/Aug/23 01:07 AM,15/Jul/23 01:07 PM,Inspection
Priyanka,15/May/23 10:43 PM,15/Jul/23 05:55 AM,Reply to Customers
Priyanka,22/Apr/23 05:55 AM,26/Jul/23 10:43 PM,Inspection
Priyanka,25/Aug/23 08:19 AM,03/Jun/23 03:31 PM,Business Development
Ravi,13/Aug/23 05:55 AM,03/Oct/23 08:19 AM,Call
Sharan,27/Jun/23 01:07 PM,13/May/23 03:31 AM,Fund raising
Sharan,29/Jul/23 10:43 AM,06/Sep/23 10:43 PM,Updates
Jyoti,24/Sep/23 03:31 AM,09/Jun/23 03:31 PM,Call
Jyoti,11/Aug/23 03:31 AM,23/May/23 10:43 PM,Reply to Customers
Deepti,12/Aug/23 01:07 PM,15/Apr/23 01:07 AM,Inspection
Priyanka,13/Jun/23 01:07 PM,12/Oct/23 03:31 AM,Call
Deepti,28/Apr/23 01:07 AM,06/Aug/23 03:31 AM,Business Development
Sharan,22/Jun/23 01:07 AM,10/Apr/23 01:07 AM,Updates
Priyanka,14/Jun/23 10:43 PM,27/Jul/23 05:55 AM,Call
Priyanka,03/Oct/23 05:55 PM,27/Sep/23 01:07 AM,Call
Jyoti,23/Jun/23 01:07 AM,18/Apr/23 10:43 PM,Business Development
Sharan,13/Jun/23 08:19 AM,29/Aug/23 08:19 AM,Inspection
Jyoti,22/Jun/23 01:07 AM,17/Aug/23 05:55 PM,Reply to Customers
Ravi,11/May/23 01:07 AM,17/Aug/23 05:55 PM,Remote Inspection
Ravi,17/Sep/23 05:55 PM,04/Aug/23 10:43 AM,Business Development
Sharan,23/Jun/23 08:19 AM,15/Jun/23 10:43 PM,Podcast
Ravi,02/Aug/23 10:43 PM,10/Jun/23 08:19 PM,Remote Inspection
Jyoti,24/Apr/23 05:55 AM,17/Sep/23 08:19 AM,Updates
Ravi,26/Jun/23 10:43 AM,08/Jun/23 08:19 AM,Updates
Deepti,07/Apr/23 08:19 AM,13/Aug/23 01:07 AM,Reply to Customers
Priyanka,24/Sep/23 05:55 AM,09/May/23 10:43 PM,Reply to Customers
Ravi,28/Jun/23 01:07 AM,25/Jun/23 03:31 PM,Send Email
Priyanka,26/Jun/23 01:07 AM,19/Aug/23 03:31 PM,Reply to Customers
Sharan,15/Aug/23 03:31 PM,26/May/23 08:19 PM,Fund raising
Deepti,21/Sep/23 08:19 PM,28/Apr/23 08:19 PM,Remote Inspection
Deepti,05/May/23 08:19 PM,06/Aug/23 10:43 PM,Reply to Customers
Sharan,02/Sep/23 03:31 AM,16/Jun/23 10:43 AM,Business Development
Deepti,08/Sep/23 10:43 AM,15/Oct/23 03:31 PM,Reply to Customers
